상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220811193153,하카타,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460016,1,대지,346,16,서울특별시 동대문구 회기동 346-16,112304115022,서울특별시 동대문구 경희대로4길,72,,1123010800103460016010798,,서울특별시 동대문구 경희대로4길 72,130881,02452,,1,,127.056274068509,37.591220646524
MA010120220803651154,GS25경희의대점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100030004,1,대지,3,4,서울특별시 동대문구 회기동 3-4,112304115696,서울특별시 동대문구 회기로23가길,21,,1123010800100030003010507,,서울특별시 동대문구 회기로23가길 21,130872,02453,,1,,127.054225449105,37.5923208156691
MA010120220812289674,벤첸트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450100,1,대지,45,100,서울특별시 동대문구 회기동 45-100,112304115695,서울특별시 동대문구 회기로21길,8,8,1123010800100450100010739,,서울특별시 동대문구 회기로21길 8-8,130872,02453,,1,,127.053398342189,37.5915733694265
MA010120220804354249,파파니,,G2,소매,G218,장식품 소매,G21802,기념품점,G47842,기념품; 관광 민예품 및 장식용품 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450061,1,대지,45,61,서울특별시 동대문구 회기동 45-61,112303105020,서울특별시 동대문구 회기로,155,1,1123010800100450061010827,,서울특별시 동대문구 회기로 155-1,130872,02453,,1,,127.053669739985,37.5910867106256
MA010120220803043607,굿갓,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160023,1,대지,16,23,서울특별시 동대문구 회기동 16-23,112304115693,서울특별시 동대문구 회기로19길,12,,1123010800100160023010624,,서울특별시 동대문구 회기로19길 12,130872,02453,,1,,127.052979756287,37.592078113561
MA010120220809617349,보이스스토리,,R1,예술·스포츠,R102,도서관·사적지,R10202,독서실/스터디 카페,R90212,독서실 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600055,1,대지,60,55,서울특별시 동대문구 회기동 60-55,112304115019,서울특별시 동대문구 경희대로1길,15,,1123010800100600055010674,,서울특별시 동대문구 경희대로1길 15,130872,02454,,1,,127.051247102964,37.5917094718451
MA010120220803923880,일미기사식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600267,1,대지,60,267,서울특별시 동대문구 회기동 60-267,112303105020,서울특별시 동대문구 회기로,105,,1123010800100600267011413,,서울특별시 동대문구 회기로 105,130872,02455,,1,,127.04809934725,37.591692776708
MA010120220803713915,주리화점,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450049,1,대지,45,49,서울특별시 동대문구 회기동 45-49,112303105020,서울특별시 동대문구 회기로,149,,1123010800100450049041174,,서울특별시 동대문구 회기로 149,130872,02453,,,,127.053058619833,37.5915194631066
MA010120220800094276,서진공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100670003,1,대지,67,3,서울특별시 동대문구 회기동 67-3,112303105010,서울특별시 동대문구 이문로,3,,1123010800100670003010591,민족통일엠제이캠퍼스경희대,서울특별시 동대문구 이문로 3,130872,02461,,1,,127.05367931555,37.5886540271259
MA010120220808643998,헤이즐넛버터,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420080,1,대지,42,80,서울특별시 동대문구 회기동 42-80,112304115021,서울특별시 동대문구 경희대로3길,27,,1123010800100420080000001,마이바움회기,서울특별시 동대문구 경희대로3길 27,130872,02454,,1,,127.050987397279,37.5927637448681
MA010120220810029680,삼성공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100760001,1,대지,76,1,서울특별시 동대문구 회기동 76-1,112303105020,서울특별시 동대문구 회기로,172,,1123010800100760001011098,,서울특별시 동대문구 회기로 172,130872,02460,,1,,127.055073133836,37.5902391315429
MA010120220800475497,광덕안정한의원회기점,,Q1,보건의료,Q102,의원,Q10211,한의원,Q86203,한의원,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460007,1,대지,346,7,서울특별시 동대문구 회기동 346-7,112303105010,서울특별시 동대문구 이문로,29,,1123010800103460007011069,외,서울특별시 동대문구 이문로 29,130881,02452,,3,,127.055933711864,37.5903198161727
MA010120220800533106,대한에너지,,M1,과학·기술,M109,기술 서비스,M10999,기타 엔지니어링 서비스업,M72129,기타 엔지니어링 서비스업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101100012,1,대지,110,12,서울특별시 동대문구 회기동 110-12,112304115021,서울특별시 동대문구 경희대로3길,64,4,1123010800101100012010243,,서울특별시 동대문구 경희대로3길 64-4,130873,02454,,지,,127.049935377556,37.5942868706543
MA010120220809696613,포토이즘박스경희점,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460020,1,대지,346,20,서울특별시 동대문구 회기동 346-20,112303105020,서울특별시 동대문구 회기로,171,,1123010800103460020010584,,서울특별시 동대문구 회기로 171,130881,02452,,,,127.055050701004,37.5905274595091
MA010120220811873444,심쿵피어싱회기점,,G2,소매,G209,섬유·의복·신발 소매,G20907,액세서리/잡화 소매업,G47422,의복 액세서리 및 모조 장신구 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450073,1,대지,45,73,서울특별시 동대문구 회기동 45-73,112303105020,서울특별시 동대문구 회기로,151,2,1123010800100450073010706,,서울특별시 동대문구 회기로 151-2,130872,02453,,1,,127.053398155506,37.5913120818203
MA010120220812619222,으뜸플러스경희대점,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450054,1,대지,45,54,서울특별시 동대문구 회기동 45-54,112303105020,서울특별시 동대문구 회기로,148,,1123010800100450054010288,,서울특별시 동대문구 회기로 148,130872,02459,,2,,127.052718840768,37.5913844665499
MA010120220803613688,자매분식,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56111,한식 일반 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420068,1,대지,42,68,서울특별시 동대문구 회기동 42-68,112304115018,서울특별시 동대문구 경희대로1가길,15,,1123010800100420068010535,,서울특별시 동대문구 경희대로1가길 15,130872,02454,,,,127.051394875849,37.5925473300966
MA010120220803646813,경희문화사,,N1,시설관리·임대,N107,사무 지원,N10703,복사업,N75912,복사업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600096,1,대지,60,96,서울특별시 동대문구 회기동 60-96,112303105020,서울특별시 동대문구 회기로,125,,1123010800100600093011418,,서울특별시 동대문구 회기로 125,130872,02454,,2,,127.050533704366,37.5916196802275
MA010120220803731313,경희대안경원,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100010005,1,대지,1,5,서울특별시 동대문구 회기동 1-5,112303105002,서울특별시 동대문구 경희대로,23,,1123010800100010005041218,종합강의동구내안경원,서울특별시 동대문구 경희대로 23,130701,02447,,,,127.050738976836,37.593772962698
MA010120220803630281,팔당닭발,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420050,1,대지,42,50,서울특별시 동대문구 회기동 42-50,112304115019,서울특별시 동대문구 경희대로1길,8,17,1123010800100420050011403,,서울특별시 동대문구 경희대로1길 8-17,130872,02454,,,,127.051836445787,37.5925110973228
MA010120220809930865,네일엔;향,,S2,수리·개인,S207,이용·미용,S20703,네일숍,S96119,기타 미용업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100620004,1,대지,62,4,서울특별시 동대문구 회기동 62-4,112304115702,서울특별시 동대문구 회기로26길,12,,1123010800100620004041187,한빛벨루체,서울특별시 동대문구 회기로26길 12,130872,02460,,1,,127.05439377147,37.5902304366448
MA010120220805006705,비엠아이씨,,P1,교육,P106,기타 교육,P10629,그 외 기타 교육기관,P85699,그 외 기타 분류 안된 교육기관,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100360002,1,대지,36,2,서울특별시 동대문구 회기동 36-2,112303105002,서울특별시 동대문구 경희대로,23,,1123010800100010005041218,삼의원창업센터,서울특별시 동대문구 경희대로 23,130872,02447,,,,127.050738976836,37.593772962698
MA010120220811719349,오리,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450049,1,대지,45,49,서울특별시 동대문구 회기동 45-49,112303105020,서울특별시 동대문구 회기로,149,,1123010800100450049041174,,서울특별시 동대문구 회기로 149,130872,02453,,1,,127.053058619833,37.5915194631066
MA010120220803722133,경희안경,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460013,1,대지,346,13,서울특별시 동대문구 회기동 346-13,112303105010,서울특별시 동대문구 이문로,41,,1123010800103460013010777,,서울특별시 동대문구 이문로 41,130881,02452,,1,,127.05656849398,37.5912655553886
MA010120220803641996,경희빨래방,,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101090088,1,대지,109,88,서울특별시 동대문구 회기동 109-88,112304115021,서울특별시 동대문구 경희대로3길,35,,1123010800101090088011497,,서울특별시 동대문구 경희대로3길 35,130873,02454,,1,,127.050376114263,37.5929982652215
MA010120220810800395,영천선비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600042,1,대지,60,42,서울특별시 동대문구 회기동 60-42,112303105020,서울특별시 동대문구 회기로,137,,1123010800100600042010752,일부,서울특별시 동대문구 회기로 137,130872,02454,,1,,127.051779119455,37.5914839916532
MA010120220803713809,경희미용,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600136,1,대지,60,136,서울특별시 동대문구 회기동 60-136,112304115686,서울특별시 동대문구 회기로12길,6,,1123010800100600136011333,,서울특별시 동대문구 회기로12길 6,130872,02457,,,,127.049661566858,37.5911965841279
MA010120220813848747,팬텀뮤직,,N1,시설관리·임대,N104,고용 알선,N10402,임시/일용 인력 공급업,N75121,임시 및 일용 인력 공급업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101100005,1,대지,110,5,서울특별시 동대문구 회기동 110-5,112304115021,서울특별시 동대문구 경희대로3길,64,1,1123010800101100005011415,,서울특별시 동대문구 경희대로3길 64-1,130873,02454,,,,127.0499012154,37.5939985677788
MA010120220813003493,연희김밥경희대점,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100540015,1,대지,54,15,서울특별시 동대문구 회기동 54-15,112304115022,서울특별시 동대문구 경희대로4길,60,,1123010800100540015010261,,서울특별시 동대문구 경희대로4길 60,130872,02452,,1,,127.055470280647,37.591392215492
MA010120220803661839,샹그라,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100390003,1,대지,39,3,서울특별시 동대문구 회기동 39-3,112303105002,서울특별시 동대문구 경희대로,19,,1123010800100390003010328,,서울특별시 동대문구 경희대로 19,130872,02454,,2,,127.052448516941,37.5934118187397
MA010120220802943822,경학교육,,P1,교육,P107,교육 지원,P10799,기타 교육지원 서비스업,P85709,기타 교육지원 서비스업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450070,1,대지,45,70,서울특별시 동대문구 회기동 45-70,112303105020,서울특별시 동대문구 회기로,153,,1123010800100450070010776,,서울특별시 동대문구 회기로 153,130872,02453,,2,,127.053477363248,37.5912399665955
MA010120220814220955,솔리드웍스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100620001,1,대지,62,1,서울특별시 동대문구 회기동 62-1,112304115702,서울특별시 동대문구 회기로26길,6,,1123010800100620001011110,,서울특별시 동대문구 회기로26길 6,130872,02460,,1,,127.054495648552,37.5901943499642
MA010120220803713972,뉴아트전기,,G2,소매,G212,기타 생활용품 소매,G21201,전기용품/조명장치 소매업,G47591,전기용품 및 조명장치 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100650073,1,대지,65,73,서울특별시 동대문구 회기동 65-73,112304115342,서울특별시 동대문구 이문로1길,25,,1123010800100650073011365,,서울특별시 동대문구 이문로1길 25,130872,02461,,,,127.052853229463,37.5892850946048
MA010120220810536519,광고나라,,M1,과학·기술,M114,인쇄·제품제작,M11401,명함/간판/광고물 제작,C33910,간판 및 광고물 제조업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450052,1,대지,45,52,서울특별시 동대문구 회기동 45-52,112303105020,서울특별시 동대문구 회기로,158,,1123010800100450052010913,,서울특별시 동대문구 회기로 158,130872,02460,,2,,127.053499731417,37.5908525298574
MA010120220803885812,풀블러드,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420057,1,대지,42,57,서울특별시 동대문구 회기동 42-57,112304115018,서울특별시 동대문구 경희대로1가길,12,,1123010800100420057010562,,서울특별시 동대문구 경희대로1가길 12,130872,02454,,2,,127.051609862516,37.5923309982354
MA010120220803612883,싼타나,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100760001,1,대지,76,1,서울특별시 동대문구 회기동 76-1,112303105020,서울특별시 동대문구 회기로,172,,1123010800100760001011098,,서울특별시 동대문구 회기로 172,130872,02460,,2,,127.055073133836,37.5902391315429
MA010120220800563191,두-꺼비포차1924,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420043,1,대지,42,43,서울특별시 동대문구 회기동 42-43,112304115019,서울특별시 동대문구 경희대로1길,10,,1123010800100420043010655,,서울특별시 동대문구 경희대로1길 10,130872,02454,,2,,127.051677463579,37.5918444330076
MA010120220801664375,아리따움경희대점,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100360006,1,대지,36,6,서울특별시 동대문구 회기동 36-6,112303105002,서울특별시 동대문구 경희대로,22,,1123010800100360006010332,,서울특별시 동대문구 경희대로 22,130872,02453,,1,,127.052867496317,37.5934476714876
MA010120220803669602,이프로의도시어부,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420082,1,대지,42,82,서울특별시 동대문구 회기동 42-82,112304115019,서울특별시 동대문구 경희대로1길,8,18,1123010800100420082010260,회기동복합빌딩,서울특별시 동대문구 경희대로1길 8-18,130872,02454,,1,,127.052074177335,37.5924389133279
MA010120220803657603,사시미래,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460014,1,대지,346,14,서울특별시 동대문구 회기동 346-14,112304115022,서울특별시 동대문구 경희대로4길,76,,1123010800103460014011325,,서울특별시 동대문구 경희대로4길 76,130881,02452,,2,,127.056455252849,37.5912475897648
MA010120220803652020,회기공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450056,1,대지,45,56,서울특별시 동대문구 회기동 45-56,112303105020,서울특별시 동대문구 회기로,159,,1123010800100450056010692,,서울특별시 동대문구 회기로 159,130872,02452,,1,,127.053907380747,37.5908973939901
MA010120220807569059,렌즈미경희대점,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160055,1,대지,16,55,서울특별시 동대문구 회기동 16-55,112303105002,서울특별시 동대문구 경희대로,4,,1123010800100160055010649,,서울특별시 동대문구 경희대로 4,130872,02453,,1,,127.05252672094,37.5919071275674
MA010120220813723430,그린유통기업경희의료원점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100010000,1,대지,1,,서울특별시 동대문구 회기동 1,112303105002,서울특별시 동대문구 경희대로,23,,1123010800100010005041218,경희의료원,서울특별시 동대문구 경희대로 23,130702,02447,,2,,127.050738976836,37.593772962698
MA010120220803346506,우애돈카츠,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420060,1,대지,42,60,서울특별시 동대문구 회기동 42-60,112304115018,서울특별시 동대문구 경희대로1가길,8,,1123010800100420060010620,스페이스플러스,서울특별시 동대문구 경희대로1가길 8,130872,02454,,1,,127.051541751047,37.592078750258
MA010120220812550081,그대쉴꽃,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160096,1,대지,16,96,서울특별시 동대문구 회기동 16-96,112304115693,서울특별시 동대문구 회기로19길,6,,1123010800100160096041171,,서울특별시 동대문구 회기로19길 6,130872,02453,,2,,127.052866342702,37.591816876744
MA010120220809615036,드림디포경희대,2호점,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G46452,문구용품; 회화용품; 사무용품 도매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100360026,1,대지,36,26,서울특별시 동대문구 회기동 36-26,112304115021,서울특별시 동대문구 경희대로3길,2,,1123010800100360026010462,전체,서울특별시 동대문구 경희대로3길 2,130872,02454,,,,127.052357477834,37.5927631450708
MA010120220803611725,인캐나다,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100760002,1,대지,76,2,서울특별시 동대문구 회기동 76-2,112303105020,서울특별시 동대문구 회기로,170,1,1123010800100760001011144,,서울특별시 동대문구 회기로 170-1,130872,02460,,,,127.054925966563,37.5902752398054
MA010120220810382089,봉추찜닭,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160032,1,대지,16,32,서울특별시 동대문구 회기동 16-32,112304115693,서울특별시 동대문구 회기로19길,17,,1123010800100160032010558,,서울특별시 동대문구 회기로19길 17,130872,02453,,1,,127.052832762721,37.5923664968625
MA010120220805962985,신식당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100600059,1,대지,60,59,서울특별시 동대문구 회기동 60-59,112304115689,서울특별시 동대문구 회기로13길,6,,1123010800100600059010671,,서울특별시 동대문구 회기로13길 6,130872,02454,,1,,127.051065943997,37.5917185602807
MA010120220806339381,베이프클럽,,G2,소매,G207,담배 소매,G20701,담배/전자담배 소매업,G47222,담배 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460006,1,대지,346,6,서울특별시 동대문구 회기동 346-6,112303105010,서울특별시 동대문구 이문로,31,,1123010800103460006011051,일부,서울특별시 동대문구 이문로 31,130881,02452,,1,,127.055979069781,37.5904098938892
MA010120220813772261,메모아르,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100450105,1,대지,45,105,서울특별시 동대문구 회기동 45-105,112303105020,서울특별시 동대문구 회기로,156,,1123010800100450105010895,,서울특별시 동대문구 회기로 156,130872,02460,,2,,127.053375239737,37.5909336755092
MA010120220803406080,난바우동회기점,,I2,음식,I203,일식,I20303,일식 면 요리,I56112,한식 면 요리 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160073,1,대지,16,73,서울특별시 동대문구 회기동 16-73,112303105002,서울특별시 동대문구 경희대로,9,,1123010800100160073010552,,서울특별시 동대문구 경희대로 9,130872,02454,,2,,127.052255312725,37.5923937836802
MA010120220803713916,새경희약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420015,1,대지,42,15,서울특별시 동대문구 회기동 42-15,112304115018,서울특별시 동대문구 경희대로1가길,27,,1123010800100420015010421,,서울특별시 동대문구 경희대로1가길 27,130872,02454,,1,,127.051485813229,37.5930608558109
MA010120220811655487,쇼후,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101030150,1,대지,103,150,서울특별시 동대문구 회기동 103-150,112304115687,서울특별시 동대문구 회기로12나길,7,,1123010800101030150011521,명칭없음,서울특별시 동대문구 회기로12나길 7,130873,02458,,,,127.049513935467,37.5905389218887
MA010120220803684061,학교법인경희학원,,S2,수리·개인,S210,장례식장 ,S21001,장례식장,S96921,장례식장 및 장의관련 서비스업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100010005,1,대지,1,5,서울특별시 동대문구 회기동 1-5,112303105002,서울특별시 동대문구 경희대로,23,,1123010800100010005041218,,서울특별시 동대문구 경희대로 23,130701,02447,,,,127.050738976836,37.593772962698
MA010120220803618221,배스킨라빈스３１,,I2,음식,I210,기타 간이,I21008,아이스크림/빙수,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160048,1,대지,16,48,서울특별시 동대문구 회기동 16-48,112304115022,서울특별시 동대문구 경희대로4길,2,,1123010800100160048010385,,서울특별시 동대문구 경희대로4길 2,130872,02453,,,,127.052674330752,37.5924927065365
MA010120220803182041,언제나봄스튜디오,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100620006,1,대지,62,6,서울특별시 동대문구 회기동 62-6,112304115702,서울특별시 동대문구 회기로26길,14,,1123010800100620006041425,,서울특별시 동대문구 회기로26길 14,130872,02460,,3,,127.054303210344,37.5902575081096
MA010120220808267524,보이스스토리2,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800101050033,1,대지,105,33,서울특별시 동대문구 회기동 105-33,112303105020,서울특별시 동대문구 회기로,134,1,1123010800101050033011332,,서울특별시 동대문구 회기로 134-1,130873,02459,,지,,127.051416622946,37.5912408822618
MA010120220808370741,도훈고기집,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160001,1,대지,16,1,서울특별시 동대문구 회기동 16-1,112304115695,서울특별시 동대문구 회기로21길,29,,1123010800100160001010229,,서울특별시 동대문구 회기로21길 29,130872,02453,,1,,127.053150047955,37.5927087313262
MA010120220814156219,인생소곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160006,1,대지,16,6,서울특별시 동대문구 회기동 16-6,112304115695,서울특별시 동대문구 회기로21길,9,,1123010800100160006010648,,서울특별시 동대문구 회기로21길 9,130872,02453,,1,,127.053058894882,37.5919068895414
MA010120220812243773,3POPPC방경희대점,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100420046,1,대지,42,46,서울특별시 동대문구 회기동 42-46,112304115019,서울특별시 동대문구 경희대로1길,8,11,1123010800100420046011475,,서울특별시 동대문구 경희대로1길 8-11,130872,02454,,1,,127.051734302309,37.592168765213
MA010120220800151324,회기주짓수,,P1,교육,P106,기타 교육,P10605,레크리에이션 교육기관,P85613,레크리에이션 교육기관,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100160029,1,대지,16,29,서울특별시 동대문구 회기동 16-29,112304115693,서울특별시 동대문구 회기로19길,11,,1123010800100160029010607,,서울특별시 동대문구 회기로19길 11,130872,02453,,2,,127.052775995423,37.5921502841992
MA010120220812249489,타이인플레이트,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100750000,1,대지,75,,서울특별시 동대문구 회기동 75,112303105010,서울특별시 동대문구 이문로,17,26,1123010800100750000011157,,서울특별시 동대문구 이문로 17-26,130872,02460,,1,,127.054699349671,37.5900500969842
MA010120220803724719,학교법인경희학원,,P1,교육,P107,교육 지원,P10799,기타 교육지원 서비스업,P85709,기타 교육지원 서비스업,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800100010005,1,대지,1,5,서울특별시 동대문구 회기동 1-5,112303105002,서울특별시 동대문구 경희대로,26,,1123010800100010003041260,경희대학교,서울특별시 동대문구 경희대로 26,130701,02447,,,,127.054883375636,37.593951306684
